Tweet,Text Label
" How long does it take you to get to work or school?",Non-Bullying
" hahahha i really love that hahaha :)",Non-Bullying
" I think the mama song  :) hahar It was really pretty and it was the first time I had heard it  so live was awesome.",Non-Bullying
" dont watch talk shows.",Non-Bullying
" Does it annoy when people jock your shit?",Non-Bullying
" When was the last time you flipped someone the bird?",Non-Bullying
" Have you ever asked someone out on a date?",Non-Bullying
" really i heard u guys got together?",Non-Bullying
" What is the last film you saw?",Non-Bullying
" we dont currently have a dining room rightnow haha",Non-Bullying
" Hello there dear :) and your verrrryyy welcome.",Non-Bullying
" kkk",Non-Bullying
" ummm  im not sure haha i dont find anything i do impressive",Non-Bullying
" ABCDEFGHIJKLMNOPQRSTUVWXYZ. Pick one...",Non-Bullying
" Beachhh !",Non-Bullying
" oooollllldddd",Non-Bullying
" If you had threee wishes what would they be",Non-Bullying
" i dont think so",Non-Bullying
" hahhaha I would probably die of laughter.",Non-Bullying
" 10ish",Non-Bullying
" Does your name make any interesting anagrams?",Non-Bullying
" When you were a kid  what did you want to be when you grew up?",Non-Bullying
" How old is your inner child?",Non-Bullying
" tabi i think your the best but you push me away from being your friend because i did something wrong and i hate myself everyday and ive always regreted it happaneing i dont know if you know who i am but i want you too know i wish that never happened",Non-Bullying
" lmfao hell no iGet way better [[no offense]]",Non-Bullying
" Y0u m@d3 d@ h03 0rq@$m @q@!n. F0r d@ dozenth t!m3",Non-Bullying
" dickkkkkkkkkkkkkk????",Non-Bullying
" because there is nothing else to do.",Non-Bullying
" good to know good to know ;)",Non-Bullying
" used to be a whole hell of a lot but now not so much.",Non-Bullying
" people talk about something you know they have no clue about.",Non-Bullying
" How do you think the Obama administration is doing so far?",Non-Bullying
" what does teaachgee mean? do you know what emahsnouoy mean? :]",Non-Bullying
" Have you ever eaten an entire pint  or more  ice cream by yourself?",Non-Bullying
" movies or music?",Non-Bullying
" i forgot her namee  sorry D;",Non-Bullying
" whats ur fav tv showww? :D <3",Non-Bullying
" haha no im not lmao",Non-Bullying
" nm...just chillin",Non-Bullying
" summer sandals",Non-Bullying
" who&;s &quot;jokes&quot;",Non-Bullying
" Yes  bhut I think luck is blessing from God actually! in my opinioN!",Non-Bullying
" k",Non-Bullying
" lmao  i thought he spelled it some way messed up way. but lmao and you like i'll have 8says order8 and thats jack  j-a-c-k. then your mom-he knows how to spell jack. hahahahahaha",Non-Bullying
" Haha...when i turn 60 ish ask me this! lol",Non-Bullying
" Sometimes if your daydreaming but then your daydreaming so its not nothing..haha",Non-Bullying
" Do you prefer Scary movies or comedy movies?",Non-Bullying
" What gives you bliss?",Non-Bullying
" your mom just told your dad to go sleep on the couch what are they fighting over?",Non-Bullying
" hahahahah this is awesome i know how to send messages to all my friends",Non-Bullying
" Would you reather have your heart be broken or break someones heart?",Non-Bullying
" (girls)Can you belly dance?r (guys)can you break dance?",Non-Bullying
" What age would you liek to get married?",Non-Bullying
" haha. does that really work on people? i am gullible at times but really?",Non-Bullying
" do you listen to your mom??",Non-Bullying
" idk lol",Non-Bullying
" Hello(;",Non-Bullying
" hahahahahaha yess. :)",Non-Bullying
" that everyone has a secret.",Non-Bullying
" :) HAHAHA AWHHHHHHHHHHHHHHHHHH <3",Non-Bullying
" so whats up",Non-Bullying
" i eat it like a normal person lol",Non-Bullying
" Whats your favourite song out at the minute?",Non-Bullying
" Have you ever cried yourself to sleep?",Non-Bullying
" as soon as you turned on your computer  what website do you go to first?",Non-Bullying
" LEADER <3",Non-Bullying
" hmm..paris hilton",Non-Bullying
" timothy",Non-Bullying
" What&;s your favorite YouTube video?",Non-Bullying
" haha thanks (:",Non-Bullying
" Meowl?;D If thts a word haha<3",Non-Bullying
" how much should a bag of kettle korn be?",Non-Bullying
" Do you like ketchup but hate tomatoes?",Non-Bullying
" just checking if your like a chomo or something ha. good thing you said ew.",Non-Bullying
" tommy pickles. from rugrats",Non-Bullying
" How long does it take to get over a &quot;bad&quot; relationship? (bad does not imply violent)",Non-Bullying
" H2o",Non-Bullying
" Is quality or quantity of friends more important?",Non-Bullying
" Are you wearing the p<br>",Non-Bullying
" MOst dEfinAntly. <3",Non-Bullying
" love it",Non-Bullying
" no",Non-Bullying
" do you want to switch places with a male?",Non-Bullying
" iLoveYou! Thanks alot! Bhut its alot 2 keep up wit! Wanna trade haha!",Non-Bullying
" Are you someone&;s best friend?",Non-Bullying
" yo ppl spread the word and ask me more questions =]",Non-Bullying
" Twitter",Non-Bullying
" sure",Non-Bullying
" lolss yeahh yew aree",Non-Bullying
" Thee comp? or cellfonne! hehe",Non-Bullying
" yes. and its a little creepy",Non-Bullying
" dirt. God made dirt and dirt dont hurt!! :)",Non-Bullying
" Have you ever wasted you&;re time on anybody?",Non-Bullying
" thank you.",Non-Bullying
" i dont do brands. i do the look. i like how it looks i buy it.",Non-Bullying
" im living it. i think nightmares are never worse. you can always find one scarier and more wrose.",Non-Bullying
" do you like skittles?",Non-Bullying
" mmmmmkayyyyy",Non-Bullying
" What color is your favorite hoodie?",Non-Bullying
" My bed is on the floor unfortuantly. I know I hate it too! We're moving though :0",Non-Bullying
" What is your favorite movie?",Non-Bullying
" lisha n jennie",Non-Bullying
" Bruno",Non-Bullying
" I need a haircut for some style but im trying to grow it out !! so we'll see how long this lasts. ive been doing good lateley",Non-Bullying
" If Fed Ex and UPS were to merge  would they call it Fed UP?",Non-Bullying
" thats annoying",Non-Bullying
" mmm what?",Non-Bullying
" text me(:",Non-Bullying
" Any new and exciting news youu2019d like to share?",Non-Bullying
" lmfaoooooo. JEALOUS bitches make me sick!(; so nicoo  ahaah what th fxck is up! :D",Non-Bullying
" Goooooood  cause I want you too ;))) <3",Non-Bullying
" What&;s your favorite kind of fruit pie?",Non-Bullying
" I am the master at skippping rocks!",Non-Bullying
" What was your favorite toy to play with as a child?",Non-Bullying
" going to my grandma's",Non-Bullying
" why is it that another persons actions bother other people so badly?",Non-Bullying
" What do you value most in your friends?",Non-Bullying
" most of the time",Non-Bullying
" september 7th",Non-Bullying
" hahahaha :) I'd say it was a little bird but i think it was one smart cookie",Non-Bullying
" whats the worst thing to ever happen to you",Non-Bullying
" Have you ever blamed someone else after passing gas?",Non-Bullying
" :D hahahaha",Non-Bullying
" hahahahahahahha lmfao I HAVE A MY YEAR BOOK. that was probably mine  i stopped useing it like forever ago.",Non-Bullying
" Have you ever been to those cyber cafes to use the internet? How much they charge per hour? I did a long time ago &amp;&amp; its 3 dollar an hour!!!",Non-Bullying
" If you could ask George W. Bush one question what would it be?",Non-Bullying
" yeah... even though i really couldnt.",Non-Bullying
" What was the best concert you went to?",Non-Bullying
" I think the same with all substance abuse while mothers are pregnant. IT SHOULDN'T BE USED!!!!! Not drinking  smoking cigs  pot  coke  shooting up  blahh tee blahh...its all the same. Dont do it. I think its very immature  selfish and uncaring for the unborn. They have no choice but to rely on the mother. NO CHOICE. SO as a mother  YOU should make the right choice for them.",Non-Bullying
" Are you gonna watch the world cup?",Non-Bullying
" Is there such thing in life as a selfless sacrafice?",Non-Bullying
" OMG ! ! I did 200 Q&;s yeay MEEEE ! !",Non-Bullying
" wid wat?",Non-Bullying
" well put...",Non-Bullying
" You silly girl :D",Non-Bullying
" ew no.",Non-Bullying
" Myself Bubbly Funny?",Non-Bullying
" What&;s your favorite kind of cookie?",Non-Bullying
" What was so great about jumping on the bed as a kid?",Non-Bullying
" VVV yes or no question!",Non-Bullying
" Do you put up Christmas lights at Christmas time?",Non-Bullying
" What&;s the nicest thing someone&;s ever done for you?",Non-Bullying
" Definantly not. One :]",Non-Bullying
" Is there anyone who was in your life that it hurts you to think about?",Non-Bullying
" Who&;s your favorite superhero?",Non-Bullying
" Nope",Non-Bullying
" Nahh",Non-Bullying
" Alrightt",Non-Bullying
" *wear*",Non-Bullying
" What do people most often criticize about you? (If some of these are doules I am so sorry.)",Non-Bullying
" yes. only because it's petty highschool crap thats annoying and not needed. haha",Non-Bullying
" D:",Non-Bullying
" piratee&;s or ninja&;s? Ahah",Non-Bullying
" What&;s yur fav color?",Non-Bullying
" How do you pronounce the word &quot;sure&quot;?",Non-Bullying
" Thnksss.!! Umm thass juss how I do it(:!",Non-Bullying
" whats your favorite out on myspace and facebook?",Non-Bullying
" What did you dream about last night?",Non-Bullying
" favorite song?",Non-Bullying
" ckuss yew forgot bout mhe",Non-Bullying
" damn. i hate shiiiit talkers on formspringgg. i thought it was just a random question site thing",Non-Bullying
" Last gift you received?",Non-Bullying
" -question-",Non-Bullying
" favorite song?",Non-Bullying
" me and scarletts",Non-Bullying
" What around you could be used as a weapon?",Non-Bullying
" Laptop Dogs Family Shoes bed clothes coffee maker oven washer&amp;dryer refridgerator table&amp;chairs pics camera bath tub! HAHAhAHAHAHHAHA!!!!",Non-Bullying
" Visit? Plz *-* http://www.e-castig.com/index.php?r=R1wwn",Non-Bullying
" What&;s the best gift you&;ve ever given?",Non-Bullying
" ammmmmbbaaaaaa",Non-Bullying
" Are your nippleSz pierced?",Non-Bullying
" Do you like the smell of weed?",Non-Bullying
" Is There Anyone You Wish You Never Met? -_-",Non-Bullying
" nahhh i just hang up",Non-Bullying
" you should come next week!",Non-Bullying
" What kind of music do you listen to?",Non-Bullying
" why do you do this to ashlee?",Non-Bullying
" both. hahaha aliens may not be these craz green martians that have lasers for eyes and slime coming out of their heads..but just another form of being from another planet or galaxy. So i believe in aliens. yes. :) r as far as zombies. i believe it'll be  not in my generation or kids generation hopefullly.. but it'll be a genetic mutation that takes over the brain-that is created by some idiot scientist that works for the government and wants to take out a country or some kind of blahh bullshit. and it'll become out of control. and take over. i believe this  one day..somehow . somewhere. it'll start and its already slowly taking hold of society",Non-Bullying
" Do you listen to music depending on what mood you are in or does music make your mood?",Non-Bullying
" yesss",Non-Bullying
" Favorite female comedian?",Non-Bullying
" yes more than no. and because i roll with the punches. but like to think ahead at the same time haha",Non-Bullying
" Cheesecake or brownies?  You can only pick one to have for the rest of your life.",Non-Bullying
" toss it in a dumpster :P",Non-Bullying
" Hitch hike babay haha",Non-Bullying
" Actually its cabbage!;D",Non-Bullying
" Do you believe in God?",Non-Bullying
" bash my head against the wall hahaha ;)",Non-Bullying
" What website do you spend the most time on?",Non-Bullying
" 3 physical features you get complimented on a lot? Name your least favorite feature?",Non-Bullying
" and it was an interesting question that i asked to get that hobo statement lol",Non-Bullying
" yes i have before.",Non-Bullying
" unpredictable.",Non-Bullying
" what about 456?",Non-Bullying
" book :]",Non-Bullying
" I have 2 actually! Justin Bieber (ofcourse) &amp;&amp; Scipio Mondai!",Non-Bullying
" kkkk",Non-Bullying
" ummmm possibly a week haha i was cleaning myself haha im not a dirty person but like i had a broken arm anyways im sure it was less then that D:",Non-Bullying
" musta? :)",Non-Bullying
" What is a question you have yet to be asked?",Non-Bullying
" Noo problem :] anytime.",Non-Bullying
" If you could eat dinner with any person  dead or alive  who would it be and where would you go?",Non-Bullying
" y ya wanna kno ??!",Non-Bullying
" hahahaha true lady goo goo",Non-Bullying
" WELL FOLKS THATS ALL FOR TONIGHT I HOPE YOU ENJOYED",Non-Bullying
" :) awhh",Non-Bullying
" are you loyal?",Non-Bullying
" :) hey i agree with her (V) you are really pretty!",Non-Bullying
" are you only acting nice to people now because you have to stay at brock?",Non-Bullying
" Ate it?",Non-Bullying
" really. travis?",Non-Bullying
" umm money  money  money and short stack haha. =] and jimmy machan and beau taplin my obsessions atm lol =D",Non-Bullying
" @y3 @l!X $3D yUh wUz j3rk!n oFf t@ q@y p0RN !n hIsz q@r@qe wi+ y0 d@d",Non-Bullying
" last year <3 7th grade",Non-Bullying
" pretty fast.",Non-Bullying
" What is the most exotic place you have ever been to?",Non-Bullying
" hope that it'll work? haha",Non-Bullying
" Who&;s the sexiest woman alive?",Non-Bullying
" Can you tell if someone is lying to you?",Non-Bullying
" Would you ever shave the side of  your head?",Non-Bullying
" No school for me",Non-Bullying
" Who would make a better spy...a woman or a man?",Non-Bullying
" Person you talk on the phone with the most?",Non-Bullying
" What do you think about parwents who drink alcohol around their children?",Non-Bullying
" Pussy Cat dolls OR Paradiso Girls?",Non-Bullying
" make it big enough for my extended family and those who really arent &quot;family&quot; but treat them like they are to live in",Non-Bullying
" What&;s the best place near you to get a drink?",Non-Bullying
" What would you do if you were the first person on Earth?",Non-Bullying
" Hmm..sloth is what came to mind lol but its not really what I wanted. haha maybe  dragon :]",Non-Bullying
" Dayyym gurl u got it goin on! ;]",Non-Bullying
" If I feel like I need to then yes.",Non-Bullying
" comedy or horror movies?",Non-Bullying
" kkkk. hope you feel better!",Non-Bullying
" What&;s the worst thing about where you live?",Non-Bullying
" Haha yepp",Non-Bullying
" Text me?",Non-Bullying
" damn yew just hurt my feelingss",Non-Bullying
" ahahaha!!!(: It wuzz funn!(: lmao<3",Non-Bullying
" Do you miss your past?",Non-Bullying
" Umm? Think wht chuu want babeyy(:",Non-Bullying
" not at all!!! I smile too much",Non-Bullying
" who was ur first kiss",Non-Bullying
" Do you know anyone in prison?",Non-Bullying
" hahahahahaahaha is this dakota silvey?",Non-Bullying
" have you ever wrote a love song?",Non-Bullying
" Do you believe honesty is the best policy?",Non-Bullying
" I loveeee youuuu alexissssssssssss vvvv mines better(: hehe<3333",Non-Bullying
" Does your school have dry erase board or chalk boards?",Non-Bullying
" Listener definitely chuz i get cut off alot so i just listen or ignore pplz!",Non-Bullying
" Has it ever been hard for you to say &quot;I love you&quot;?",Non-Bullying
" What&apos;s a saying you say a lot?",Non-Bullying
" hahahahahah every one keeps asking this! but nopppeeee.",Non-Bullying
" sing?",Non-Bullying
" if you could be with anygirl in the whole world  who would that girl be?",Non-Bullying
" well if this is who i think it is  you didnt ask to see my poems  and i wrote some for you and i showed you and you didnt care much",Non-Bullying
" yes once",Non-Bullying
" That's my baby rightt thhere!(; haha but nah",Non-Bullying
" are you a party girl?",Non-Bullying
" thank you :)",Non-Bullying
" no we talk up!",Non-Bullying
" hmm.r my husband.",Non-Bullying
" shan kinqst0n yo cuhz??? forrreal???",Non-Bullying
" Hahah!! ohhkayy?!?! lol Wht do you call a deer with no eyes? I have no ideer! haha Classic  umm i suck at this haha",Non-Bullying
" yes! haha neat trait of mine.. i can plug my nose with my lips :]",Non-Bullying
" You outta know by Alanis Morrissette ;]",Non-Bullying
" False.",Non-Bullying
" Do you like the movie Chronicles of Narnia?",Non-Bullying
" siblings?",Non-Bullying
" Have you ever bid for something on ebay?",Non-Bullying
" in highschool maybe haha",Non-Bullying
" Well i thought that you were at first but I've realized that you're intentions are good and i wanna get your number ;)))",Non-Bullying
" Favve Song ?",Non-Bullying
" Thnks :]",Non-Bullying
" do you wear hats?",Non-Bullying
" What color is your toothbrush?",Non-Bullying
" funny background statement =>",Non-Bullying
" Nope",Non-Bullying
" I luhh u already! I dha grl dat wanna give u becky and sex",Non-Bullying
" Is love necessary in life?",Non-Bullying
" nahhh",Non-Bullying
" yea i don't like it when it's dirty",Non-Bullying
" Why do you press harder on the remote-control when you know the battery is dead?",Non-Bullying
" that was gonna be the first hint but i guess i knew it was too obvious",Non-Bullying
" Seriously  leave Tabi alone. WTF VVVVV",Non-Bullying
" well would you believe that youve got me &quot;Love Stoned&quot;?",Non-Bullying
" What was the best advice you&;ve ever received?",Non-Bullying
" nope.",Non-Bullying
" with nail grooming tools? file  clippers  no biting people! thats so gross and unsanitary.",Non-Bullying
" do you think you&;re a good friend?",Non-Bullying
" What food are you burnt out on?",Non-Bullying
" dhatt wass me ! lol",Non-Bullying
" Have you bought any new clothing items this week?",Non-Bullying
" They're okay. i haven't seen them in a long time :/",Non-Bullying
" not really when i first meet them",Non-Bullying
" Lykee OhhEmmGee ! Hiii Mikey !",Non-Bullying
" Are you picky about spelling and grammar?",Non-Bullying
" popcorn!!! twizzlers. and some mike and ikes.",Non-Bullying
" Ohhh well i didnt know you were doing that  you know since the questions come backwards to you..hahhaa sorry about all the show your face comments. hahha",Non-Bullying
" Do you wish someone was with you right now?",Non-Bullying
" kohl's actually.",Non-Bullying
" yes. but we end up warped in the end either way..",Non-Bullying
" Entertainingly cheesy :]",Non-Bullying
" Do you think you&apos;re hot and/or sexy?",Non-Bullying
" repeat.",Non-Bullying
" I cannot listen to that Heavy metal! I like me some rock(oldies) bhut not that scary shit ;D",Non-Bullying
" DO U NO ALIX&;S SISTER HAS A CRUCH ON YOU",Non-Bullying
" repeat",Non-Bullying
" hey who diz?",Non-Bullying
" I aint da one dat said da tampon thang. But i added yo myspace.",Non-Bullying
" How many languages do you speak?",Non-Bullying
" lol no iDnt iGuess bih",Non-Bullying
" sometimes. i did that a lot when i was sick this past wk",Non-Bullying
" You'll neverr know (:",Non-Bullying
" hold im confused",Non-Bullying
" i wouldnt catch one.",Non-Bullying
" Haha nahh ive just fractured some thumbs bhut itz all good lol",Non-Bullying
" did we have any classes together this year?",Non-Bullying
" I Havent Gotten 2 that part!! haha",Non-Bullying
" I dont. But what is complaining about it going to do?",Non-Bullying
" Bahah  yeah i&;m totally just gonna&; get pissed at you for talking to you. Mhm  thats just how i am! ;D r Ha  noooot so muchh.",Non-Bullying
" hahahahaha >:) im evil mwahahahahahahahahaha",Non-Bullying
" What&;s something unique about Ohio? :)",Non-Bullying
" Who is the biggest gossiper you know?",Non-Bullying
pukgaa athugaaa,Bullying
ramu manchi baludu,Non-Bullying
ravi gadu chedda baludu,Non-Bullying
"algorithms",Bullying
algorithms,Bullying
freaky,Bullying
freaky,Bullying
freaky,Bullying
